year,sex,age_group_5yr,income_level,region_code,region_name,district_code,person_years,patient_count,inpatient_episodes,death_within_28days
2023,1,20,2,36,세종특별자치시,1,267.78,268,0,0
2023,1,20,2,41,경기도,1,6009.91,6011,0,0
2023,1,20,2,41,경기도,2,8759.9,8764,2,0
2023,1,20,2,41,경기도,3,220.0,220,0,0
2023,1,20,2,43,충청북도,1,1158.72,1159,0,0
2023,1,20,2,43,충청북도,2,539.5,540,0,0
2023,1,20,2,43,충청북도,3,440.5,441,0,0
2023,1,20,2,44,충청남도,1,1077.13,1078,0,0
2023,1,20,2,44,충청남도,2,1359.5,1360,5,0
2023,1,20,2,44,충청남도,3,532.0,532,0,0
2023,1,20,2,45,전라북도,1,1041.0,1041,0,0
2023,1,20,2,45,전라북도,2,1121.0,1121,0,0
2023,1,20,2,45,전라북도,3,448.0,448,0,0
2023,1,20,2,46,전라남도,2,1389.06,1390,0,0
2023,1,20,2,46,전라남도,3,1086.91,1088,0,0
2023,1,20,2,47,경상북도,1,515.0,515,0,0
2023,1,20,2,47,경상북도,2,2532.95,2534,1,0
2023,1,20,2,47,경상북도,3,505.0,505,0,0
2023,1,20,2,48,경상남도,1,1157.0,1157,0,0
2023,1,20,2,48,경상남도,2,2223.03,2224,2,0
2023,1,20,2,48,경상남도,3,486.0,486,0,0
2023,1,20,2,50,제주특별자치도,2,761.89,763,1,0
2023,1,20,2,51,강원특별자치도,2,1843.94,1845,0,0
2023,1,20,2,51,강원특별자치도,3,401.0,401,0,0
2023,1,20,3,11,서울특별시,1,11409.91,11412,1,0
2023,1,20,3,26,부산광역시,1,3683.03,3684,0,0
2023,1,20,3,26,부산광역시,3,200.0,200,0,0
2023,1,20,3,27,대구광역시,1,2756.56,2757,0,0
2023,1,20,3,27,대구광역시,3,272.0,272,0,0
2023,1,20,3,28,인천광역시,1,4016.87,4017,3,0
2023,1,20,3,28,인천광역시,3,83.0,83,0,0
2023,1,20,3,29,광주광역시,1,1956.0,1956,0,0
2023,1,20,3,30,대전광역시,1,1826.0,1826,1,0
2023,1,20,3,31,울산광역시,1,781.98,782,0,0
2023,1,20,3,31,울산광역시,3,241.0,241,0,0
2023,1,20,3,36,세종특별자치시,1,296.0,296,0,0
2023,1,20,3,41,경기도,1,7408.7,7409,1,0
2023,1,20,3,41,경기도,2,11084.66,11088,0,0
2023,1,20,3,41,경기도,3,313.0,313,0,0
2023,1,20,3,43,충청북도,1,973.0,973,0,0
2023,1,20,3,43,충청북도,2,397.0,397,0,0
2023,1,20,3,43,충청북도,3,445.0,445,0,0
2023,1,20,3,44,충청남도,1,885.0,885,0,0
2023,1,20,3,44,충청남도,2,1161.0,1161,0,0
2023,1,20,3,44,충청남도,3,507.0,507,0,0
2023,1,20,3,45,전라북도,1,832.0,832,0,0
2023,1,20,3,45,전라북도,2,1020.13,1021,0,0
2023,1,20,3,45,전라북도,3,392.0,392,0,0
2023,1,20,3,46,전라남도,2,1182.0,1182,0,0
2023,1,20,3,46,전라남도,3,1009.0,1009,0,0
2023,1,20,3,47,경상북도,1,440.64,441,0,0
2023,1,20,3,47,경상북도,2,2030.79,2031,0,0
2023,1,20,3,47,경상북도,3,579.0,579,0,0
2023,1,20,3,48,경상남도,1,1052.0,1052,0,0
2023,1,20,3,48,경상남도,2,2227.49,2228,2,0
2023,1,20,3,48,경상남도,3,532.0,532,3,0
2023,1,20,3,50,제주특별자치도,2,900.92,901,0,0
2023,1,20,3,51,강원특별자치도,2,1289.0,1289,0,0
2023,1,20,3,51,강원특별자치도,3,473.0,473,0,0
2023,1,20,4,11,서울특별시,1,22221.56,22223,4,0
2023,1,20,4,26,부산광역시,1,5724.0,5724,0,0
2023,1,20,4,26,부산광역시,3,163.0,163,0,0
2023,1,20,4,27,대구광역시,1,3646.0,3646,0,0
2023,1,20,4,27,대구광역시,3,283.0,283,0,0
2023,1,20,4,28,인천광역시,1,4878.04,4879,0,0
2023,1,20,4,28,인천광역시,3,161.0,161,0,0
2023,1,20,4,29,광주광역시,1,3472.0,3472,0,0
2023,1,20,4,30,대전광역시,1,4438.84,4441,0,0
2023,1,20,4,31,울산광역시,1,860.5,861,0,0
2023,1,20,4,31,울산광역시,3,325.0,325,0,0
2023,1,20,4,36,세종특별자치시,1,534.0,534,0,0
2023,1,20,4,41,경기도,1,11281.78,11282,1,0
2023,1,20,4,41,경기도,2,12523.03,12525,1,1
2023,1,20,4,41,경기도,3,325.0,325,0,0
2023,1,20,4,43,충청북도,1,1807.44,1808,0,0
2023,1,20,4,43,충청북도,2,506.0,506,0,0
2023,1,20,4,43,충청북도,3,703.71,704,0,0
2023,1,20,4,44,충청남도,1,1847.0,1847,0,0
2023,1,20,4,44,충청남도,2,2721.0,2721,0,0
2023,1,20,4,44,충청남도,3,905.9,907,1,1
2023,1,20,4,45,전라북도,1,1644.0,1644,1,0
2023,1,20,4,45,전라북도,2,1624.07,1625,0,0
2023,1,20,4,45,전라북도,3,557.0,557,2,0
2023,1,20,4,46,전라남도,2,1891.0,1891,0,0
2023,1,20,4,46,전라남도,3,1545.0,1545,0,0
2023,1,20,4,47,경상북도,1,581.0,581,0,0
2023,1,20,4,47,경상북도,2,4498.4,4500,1,0
2023,1,20,4,47,경상북도,3,610.0,610,0,0
2023,1,20,4,48,경상남도,1,1283.8,1284,0,0
2023,1,20,4,48,경상남도,2,2648.88,2650,0,0
2023,1,20,4,48,경상남도,3,562.0,562,0,0
2023,1,20,4,50,제주특별자치도,2,1538.19,1539,0,0
2023,1,20,4,51,강원특별자치도,2,2105.75,2107,2,0
2023,1,20,4,51,강원특별자치도,3,924.09,925,0,0
2023,1,20,5,11,서울특별시,1,10406.66,10407,3,0
2023,1,20,5,26,부산광역시,1,2192.99,2193,0,0
2023,1,20,5,26,부산광역시,3,101.0,101,1,0
2023,1,20,5,27,대구광역시,1,1704.0,1704,0,0
2023,1,20,5,27,대구광역시,3,185.0,185,0,0
2023,1,20,5,28,인천광역시,1,2510.11,2511,1,0
2023,1,20,5,28,인천광역시,3,71.0,71,0,0
2023,1,20,5,29,광주광역시,1,1003.77,1004,0,0
2023,1,20,5,30,대전광역시,1,1090.0,1090,1,0
2023,1,20,5,31,울산광역시,1,546.0,546,1,0
2023,1,20,5,31,울산광역시,3,166.0,166,0,0
2023,1,20,5,36,세종특별자치시,1,232.0,232,0,0
2023,1,20,5,41,경기도,1,5969.87,5972,0,0
2023,1,20,5,41,경기도,2,7893.87,7894,8,0
2023,1,20,5,41,경기도,3,207.0,207,0,0
2023,1,20,5,43,충청북도,1,600.0,600,0,0
2023,1,20,5,43,충청북도,2,245.0,245,0,0
2023,1,20,5,43,충청북도,3,294.0,294,0,0
2023,1,20,5,44,충청남도,1,585.25,586,0,0
2023,1,20,5,44,충청남도,2,745.0,745,0,0
2023,1,20,5,44,충청남도,3,261.0,261,0,0
2023,1,20,5,45,전라북도,1,379.0,379,0,0
2023,1,20,5,45,전라북도,2,498.0,498,0,0
2023,1,20,5,45,전라북도,3,135.0,135,0,0
2023,1,20,5,46,전라남도,2,740.0,740,0,0
2023,1,20,5,46,전라남도,3,438.0,438,0,0
2023,1,20,5,47,경상북도,1,295.0,295,0,0
2023,1,20,5,47,경상북도,2,1078.0,1078,0,0
2023,1,20,5,47,경상북도,3,265.0,265,0,0
2023,1,20,5,48,경상남도,1,638.65,639,0,0
2023,1,20,5,48,경상남도,2,1184.0,1184,0,0
2023,1,20,5,48,경상남도,3,212.0,212,0,0
2023,1,20,5,50,제주특별자치도,2,707.0,707,0,0
2023,1,20,5,51,강원특별자치도,2,765.0,765,0,0
2023,1,20,5,51,강원특별자치도,3,247.0,247,0,0
2023,1,20,11,11,서울특별시,1,46421.55,46430,6,1
2023,1,20,11,26,부산광역시,1,16187.5,16191,1,0
2023,1,20,11,26,부산광역시,3,770.99,771,0,0
2023,1,20,11,27,대구광역시,1,12923.94,12926,0,0
2023,1,20,11,27,대구광역시,3,1288.0,1288,0,0
2023,1,20,11,28,인천광역시,1,14193.34,14199,7,0
2023,1,20,11,28,인천광역시,3,349.06,350,0,0
2023,1,20,11,29,광주광역시,1,9403.64,9406,1,0
2023,1,20,11,30,대전광역시,1,8661.08,8664,1,0
2023,1,20,11,31,울산광역시,1,3083.55,3085,0,0
2023,1,20,11,31,울산광역시,3,993.0,993,2,0
2023,1,20,11,36,세종특별자치시,1,1257.51,1258,0,0
2023,1,20,11,41,경기도,1,28348.32,28354,5,0
2023,1,20,11,41,경기도,2,39135.07,39141,7,0
2023,1,20,11,41,경기도,3,962.0,962,1,0
2023,1,20,11,43,충청북도,1,4248.82,4249,0,0
2023,1,20,11,43,충청북도,2,1716.0,1716,0,0
2023,1,20,11,43,충청북도,3,1588.0,1588,0,0
2023,1,20,11,44,충청남도,1,3307.11,3308,0,0
2023,1,20,11,44,충청남도,2,4048.61,4049,0,0
2023,1,20,11,44,충청남도,3,1705.0,1705,0,0
2023,1,20,11,45,전라북도,1,4519.4,4521,1,0
2023,1,20,11,45,전라북도,2,4529.3,4531,1,0
2023,1,20,11,45,전라북도,3,1558.54,1560,0,0
2023,1,20,11,46,전라남도,2,5263.22,5264,0,0
2023,1,20,11,46,전라남도,3,3552.81,3553,0,0
2023,1,20,11,47,경상북도,1,1720.0,1720,0,0
2023,1,20,11,47,경상북도,2,8595.66,8597,4,0
2023,1,20,11,47,경상북도,3,1848.54,1849,0,0
2023,1,20,11,48,경상남도,1,4435.57,4437,5,0
2023,1,20,11,48,경상남도,2,9188.83,9192,0,0
2023,1,20,11,48,경상남도,3,1894.0,1894,0,0
2023,1,20,11,50,제주특별자치도,2,4337.7,4338,0,0
2023,1,20,11,51,강원특별자치도,2,6186.26,6189,0,0
2023,1,20,11,51,강원특별자치도,3,1731.47,1732,0,0
2023,1,20,12,11,서울특별시,1,33011.35,33017,5,1
2023,1,20,12,26,부산광역시,1,11862.91,11866,1,0
2023,1,20,12,26,부산광역시,3,649.0,649,0,0
2023,1,20,12,27,대구광역시,1,8807.32,8810,1,0
2023,1,20,12,27,대구광역시,3,1197.21,1198,0,0
2023,1,20,12,28,인천광역시,1,12979.82,12981,4,1
2023,1,20,12,28,인천광역시,3,253.0,253,0,0
2023,1,20,12,29,광주광역시,1,6773.48,6774,0,0
2023,1,20,12,30,대전광역시,1,6222.53,6225,0,0
2023,1,20,12,31,울산광역시,1,2858.47,2859,0,0
2023,1,20,12,31,울산광역시,3,856.0,856,0,0
2023,1,20,12,36,세종특별자치시,1,1102.0,1102,0,0
2023,1,20,12,41,경기도,1,23037.61,23039,4,1
2023,1,20,12,41,경기도,2,38058.4,38067,4,0
2023,1,20,12,41,경기도,3,709.23,710,0,0
2023,1,20,12,43,충청북도,1,3788.51,3789,0,0
2023,1,20,12,43,충청북도,2,1470.47,1471,0,0
2023,1,20,12,43,충청북도,3,2049.0,2049,0,0
2023,1,20,12,44,충청남도,1,3245.36,3247,0,0
2023,1,20,12,44,충청남도,2,3853.25,3854,0,0
2023,1,20,12,44,충청남도,3,1517.2,1518,1,0
2023,1,20,12,45,전라북도,1,2695.0,2695,0,0
2023,1,20,12,45,전라북도,2,3384.0,3384,1,0
2023,1,20,12,45,전라북도,3,992.0,992,0,0
2023,1,20,12,46,전라남도,2,4042.43,4043,0,0
2023,1,20,12,46,전라남도,3,2718.0,2718,0,0
2023,1,20,12,47,경상북도,1,1441.95,1442,0,0
2023,1,20,12,47,경상북도,2,6602.88,6604,0,0
2023,1,20,12,47,경상북도,3,1659.0,1659,0,0
2023,1,20,12,48,경상남도,1,3925.39,3926,0,0
2023,1,20,12,48,경상남도,2,8035.95,8039,3,0
2023,1,20,12,48,경상남도,3,1435.0,1435,0,0
2023,1,20,12,50,제주특별자치도,2,3243.67,3244,0,0
2023,1,20,12,51,강원특별자치도,2,4750.0,4750,1,0
2023,1,20,12,51,강원특별자치도,3,1235.0,1235,0,0
2023,1,20,13,11,서울특별시,1,29016.53,29020,8,0
2023,1,20,13,26,부산광역시,1,10623.79,10627,1,1
2023,1,20,13,26,부산광역시,3,602.0,602,0,0
2023,1,20,13,27,대구광역시,1,7679.41,7680,10,0
2023,1,20,13,27,대구광역시,3,1137.0,1137,0,0
2023,1,20,13,28,인천광역시,1,12200.75,12205,2,2
2023,1,20,13,28,인천광역시,3,176.0,176,0,0
2023,1,20,13,29,광주광역시,1,5800.66,5801,0,0
2023,1,20,13,30,대전광역시,1,5628.2,5629,0,0
2023,1,20,13,31,울산광역시,1,3500.78,3502,0,0
2023,1,20,13,31,울산광역시,3,931.0,931,0,0
2023,1,20,13,36,세종특별자치시,1,1070.47,1071,0,0
2023,1,20,13,41,경기도,1,21159.7,21164,2,0
2023,1,20,13,41,경기도,2,33036.5,33042,1,0
2023,1,20,13,41,경기도,3,614.0,614,0,0
2023,1,20,13,43,충청북도,1,3734.5,3735,0,0
2023,1,20,13,43,충청북도,2,1411.84,1412,0,0
2023,1,20,13,43,충청북도,3,1897.8,1898,0,0
2023,1,20,13,44,충청남도,1,3427.55,3428,0,0
2023,1,20,13,44,충청남도,2,3999.95,4001,0,0
2023,1,20,13,44,충청남도,3,1322.0,1322,0,0
2023,1,20,13,45,전라북도,1,2248.0,2248,1,0
2023,1,20,13,45,전라북도,2,2931.59,2932,0,0
2023,1,20,13,45,전라북도,3,839.0,839,0,0
2023,1,20,13,46,전라남도,2,4017.62,4019,0,0
2023,1,20,13,46,전라남도,3,2323.82,2324,0,0
2023,1,20,13,47,경상북도,1,1627.84,1629,0,0
2023,1,20,13,47,경상북도,2,6134.96,6136,0,0
2023,1,20,13,47,경상북도,3,1386.83,1387,0,0
2023,1,20,13,48,경상남도,1,4045.86,4047,1,0
2023,1,20,13,48,경상남도,2,7672.2,7673,1,0
2023,1,20,13,48,경상남도,3,1357.26,1358,0,0
2023,1,20,13,50,제주특별자치도,2,2623.26,2624,0,0
2023,1,20,13,51,강원특별자치도,2,4080.11,4081,0,0
2023,1,20,13,51,강원특별자치도,3,1119.0,1119,0,0
2023,1,20,14,11,서울특별시,1,30738.4,30743,6,0
2023,1,20,14,26,부산광역시,1,11154.01,11155,1,0
2023,1,20,14,26,부산광역시,3,574.0,574,0,0
2023,1,20,14,27,대구광역시,1,8637.43,8641,0,0
2023,1,20,14,27,대구광역시,3,1136.0,1136,0,0
2023,1,20,14,28,인천광역시,1,10486.44,10490,2,0
2023,1,20,14,28,인천광역시,3,190.0,190,0,0
2023,1,20,14,29,광주광역시,1,6528.09,6530,1,0
2023,1,20,14,30,대전광역시,1,6339.71,6341,1,0
2023,1,20,14,31,울산광역시,1,3985.49,3986,0,0
2023,1,20,14,31,울산광역시,3,1136.99,1137,0,0
2023,1,20,14,36,세종특별자치시,1,1732.0,1732,0,0
2023,1,20,14,41,경기도,1,21619.34,21626,4,0
2023,1,20,14,41,경기도,2,29245.26,29252,5,0
2023,1,20,14,41,경기도,3,529.06,530,0,0
2023,1,20,14,43,충청북도,1,4208.0,4209,0,0
2023,1,20,14,43,충청북도,2,1563.0,1563,0,0
2023,1,20,14,43,충청북도,3,1539.0,1539,0,0
2023,1,20,14,44,충청남도,1,3285.89,3286,0,0
2023,1,20,14,44,충청남도,2,4547.74,4549,0,0
2023,1,20,14,44,충청남도,3,1314.0,1314,0,0
2023,1,20,14,45,전라북도,1,3428.03,3429,0,0
2023,1,20,14,45,전라북도,2,3143.0,3143,1,0
2023,1,20,14,45,전라북도,3,860.0,860,0,0
2023,1,20,14,46,전라남도,2,4801.3,4802,0,0
2023,1,20,14,46,전라남도,3,2031.63,2032,0,0
2023,1,20,14,47,경상북도,1,2227.0,2227,1,0
2023,1,20,14,47,경상북도,2,6801.32,6803,1,0
2023,1,20,14,47,경상북도,3,1325.0,1325,0,0
2023,1,20,14,48,경상남도,1,4521.33,4524,0,0
2023,1,20,14,48,경상남도,2,7852.0,7852,13,0
2023,1,20,14,48,경상남도,3,1228.0,1228,0,0
2023,1,20,14,50,제주특별자치도,2,2067.34,2068,1,0
2023,1,20,14,51,강원특별자치도,2,4467.0,4467,0,0
2023,1,20,14,51,강원특별자치도,3,928.11,929,1,0
2023,1,20,15,11,서울특별시,1,52892.7,52900,11,0
2023,1,20,15,26,부산광역시,1,11076.83,11079,3,0
2023,1,20,15,26,부산광역시,3,479.0,479,0,0
2023,1,20,15,27,대구광역시,1,8285.43,8288,0,0
2023,1,20,15,27,대구광역시,3,609.0,609,0,0
2023,1,20,15,28,인천광역시,1,9429.19,9431,2,0
2023,1,20,15,28,인천광역시,3,115.0,115,0,0
2023,1,20,15,29,광주광역시,1,6539.59,6541,0,0
2023,1,20,15,30,대전광역시,1,7277.9,7279,1,0
2023,1,20,15,31,울산광역시,1,6652.56,6655,3,0
2023,1,20,15,31,울산광역시,3,1363.37,1364,0,0
2023,1,20,15,36,세종특별자치시,1,2166.46,2168,0,0
2023,1,20,15,41,경기도,1,33368.26,33372,5,0
2023,1,20,15,41,경기도,2,29617.62,29620,2,0
2023,1,20,15,41,경기도,3,381.11,382,0,0
2023,1,20,15,43,충청북도,1,4143.71,4145,0,0
2023,1,20,15,43,충청북도,2,960.0,960,0,0
2023,1,20,15,43,충청북도,3,653.0,653,0,0
2023,1,20,15,44,충청남도,1,3276.0,3276,0,0
2023,1,20,15,44,충청남도,2,4182.32,4183,0,0
2023,1,20,15,44,충청남도,3,864.4,865,0,0
2023,1,20,15,45,전라북도,1,3127.04,3128,0,0
2023,1,20,15,45,전라북도,2,2194.45,2196,0,0
2023,1,20,15,45,전라북도,3,543.0,543,0,0
2023,1,20,15,46,전라남도,2,5213.86,5214,0,0
2023,1,20,15,46,전라남도,3,1270.0,1270,1,0
2023,1,20,15,47,경상북도,1,2419.39,2420,0,0
2023,1,20,15,47,경상북도,2,5465.0,5465,0,0
2023,1,20,15,47,경상북도,3,812.0,812,0,0
2023,1,20,15,48,경상남도,1,4457.0,4457,1,0
2023,1,20,15,48,경상남도,2,5904.35,5906,0,0
2023,1,20,15,48,경상남도,3,649.0,649,0,0
2023,1,20,15,50,제주특별자치도,2,1622.0,1622,0,0
2023,1,20,15,51,강원특별자치도,2,3917.03,3918,2,0
2023,1,20,15,51,강원특별자치도,3,568.0,568,0,0
2023,1,20,99,11,서울특별시,1,9660.0,9660,0,0
2023,1,20,99,26,부산광역시,1,3859.8,3860,0,0
2023,1,20,99,26,부산광역시,3,211.0,211,0,0
2023,1,20,99,27,대구광역시,1,3019.0,3019,0,0
2023,1,20,99,27,대구광역시,3,288.0,288,0,0
2023,1,20,99,28,인천광역시,1,3660.11,3661,0,0
2023,1,20,99,28,인천광역시,3,626.0,626,0,0
2023,1,20,99,29,광주광역시,1,1968.0,1968,0,0
2023,1,20,99,30,대전광역시,1,2281.67,2282,0,0
2023,1,20,99,31,울산광역시,1,944.0,944,0,0
2023,1,20,99,31,울산광역시,3,314.0,314,0,0
2023,1,20,99,36,세종특별자치시,1,603.0,603,0,0
2023,1,20,99,41,경기도,1,7341.49,7343,0,0
2023,1,20,99,41,경기도,2,13327.54,13334,0,0
2023,1,20,99,41,경기도,3,913.0,913,0,0
2023,1,20,99,43,충청북도,1,1351.45,1352,0,0
2023,1,20,99,43,충청북도,2,680.0,680,0,0
2023,1,20,99,43,충청북도,3,725.15,726,0,0
2023,1,20,99,44,충청남도,1,814.44,815,0,0
2023,1,20,99,44,충청남도,2,2128.24,2129,0,0
2023,1,20,99,44,충청남도,3,568.0,568,0,0
2023,1,20,99,45,전라북도,1,804.0,804,0,0
2023,1,20,99,45,전라북도,2,1240.0,1240,0,0
2023,1,20,99,45,전라북도,3,445.73,446,0,0
2023,1,20,99,46,전라남도,2,1543.82,1544,0,0
2023,1,20,99,46,전라남도,3,1292.0,1292,0,0
2023,1,20,99,47,경상북도,1,1238.0,1238,0,0
2023,1,20,99,47,경상북도,2,2417.15,2418,0,0
2023,1,20,99,47,경상북도,3,694.0,694,0,0
2023,1,20,99,48,경상남도,1,2695.0,2695,0,0
2023,1,20,99,48,경상남도,2,2841.93,2842,0,0
2023,1,20,99,48,경상남도,3,641.0,641,0,0
2023,1,20,99,50,제주특별자치도,2,873.0,873,0,0
2023,1,20,99,51,강원특별자치도,2,2843.0,2843,0,0
2023,1,20,99,51,강원특별자치도,3,2614.0,2614,0,0
2023,1,25,0,11,서울특별시,1,3336.54,3339,1,0
2023,1,25,0,26,부산광역시,1,1439.96,1440,1,0
2023,1,25,0,26,부산광역시,3,70.0,70,0,0
2023,1,25,0,27,대구광역시,1,1067.34,1071,17,0
2023,1,25,0,27,대구광역시,3,83.0,83,0,0
2023,1,25,0,28,인천광역시,1,1031.4,1034,0,0
2023,1,25,0,28,인천광역시,3,20.0,20,0,0
2023,1,25,0,29,광주광역시,1,962.56,965,0,0
2023,1,25,0,30,대전광역시,1,680.36,681,1,0
2023,1,25,0,31,울산광역시,1,135.64,136,0,0
2023,1,25,0,31,울산광역시,3,40.0,40,0,0
2023,1,25,0,36,세종특별자치시,1,52.0,52,0,0
2023,1,25,0,41,경기도,1,962.8,964,1,0
2023,1,25,0,41,경기도,2,1433.35,1435,0,0
2023,1,25,0,41,경기도,3,43.0,43,0,0
2023,1,25,0,43,충청북도,1,206.0,206,0,0
2023,1,25,0,43,충청북도,2,129.77,131,0,0
2023,1,25,0,43,충청북도,3,119.0,119,0,0
2023,1,25,0,44,충청남도,1,130.01,131,0,0
2023,1,25,0,44,충청남도,2,221.64,223,0,0
2023,1,25,0,44,충청남도,3,93.73,94,0,0
2023,1,25,0,45,전라북도,1,325.13,326,0,0
2023,1,25,0,45,전라북도,2,373.21,374,0,0
2023,1,25,0,45,전라북도,3,113.0,113,0,0
2023,1,25,0,46,전라남도,2,304.43,305,0,0
2023,1,25,0,46,전라남도,3,258.97,260,1,0
2023,1,25,0,47,경상북도,1,139.0,139,0,0
2023,1,25,0,47,경상북도,2,508.23,510,1,0
2023,1,25,0,47,경상북도,3,153.98,154,0,0
2023,1,25,0,48,경상남도,1,216.74,217,1,0
2023,1,25,0,48,경상남도,2,473.02,474,0,0
2023,1,25,0,48,경상남도,3,109.53,110,0,0
2023,1,25,0,50,제주특별자치도,2,216.91,217,0,0
2023,1,25,0,51,강원특별자치도,2,363.56,364,0,0
2023,1,25,0,51,강원특별자치도,3,95.0,95,0,0
2023,1,25,1,11,서울특별시,1,17207.94,17215,1,0
2023,1,25,1,26,부산광역시,1,6058.63,6062,2,0
2023,1,25,1,26,부산광역시,3,268.92,269,0,0
2023,1,25,1,27,대구광역시,1,4357.1,4362,1,0
2023,1,25,1,27,대구광역시,3,401.0,401,1,0
2023,1,25,1,28,인천광역시,1,5166.43,5171,3,0
2023,1,25,1,28,인천광역시,3,89.0,89,0,0
2023,1,25,1,29,광주광역시,1,3411.78,3412,6,0
2023,1,25,1,30,대전광역시,1,3326.03,3329,0,0
2023,1,25,1,31,울산광역시,1,1390.24,1392,0,0
2023,1,25,1,31,울산광역시,3,292.1,293,0,0
2023,1,25,1,36,세종특별자치시,1,299.3,300,0,0
